1,41,61,25,79,183,221
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,40,61,23,97,161,225
1,37,58,24,98,162,226
1,48,69,25,99,163,227
1,46,67,26,100,164,228
1,39,60,27,101,165,229
1,37,58,28,102,166,230
1,43,64,29,103,167,231
1,41,62,30,104,168,232
1,45,66,31,105,169,233
1,38,59,32,106,170,234
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,41,61,25,79,183,221
1,40,61,23,97,161,225
1,37,58,24,98,162,226
1,48,69,25,99,163,227
1,46,67,26,100,164,228
1,39,60,27,101,165,229
1,37,58,28,102,166,230
1,43,64,29,103,167,231
1,41,62,30,104,168,232
1,45,66,31,105,169,233
1,38,59,32,106,170,234
1,53,74,22,107,171,235
1,34,55,3,108,172,236
1,52,73,24,109,173,237
1,45,66,23,110,174,238
1,35,56,4,111,175,239
1,46,67,27,112,176,240
1,47,68,16,113,177,241
1,52,73,21,114,178,242
1,45,66,14,115,179,243
1,39,60,8,116,180,244
1,40,61,9,117,181,245
1,41,61,25,79,183,221
1,49,70,24,119,183,247
1,44,65,13,120,184,248
1,51,72,20,121,185,249
1,52,73,27,122,186,250
1,40,61,9,123,187,251
1,35,56,23,124,188,252
1,41,62,10,125,189,253
1,42,63,11,126,190,254
1,34,55,3,127,191,255
1,37,58,6,128,192,256
1,39,60,8,129,193,257
1,50,71,19,130,194,258
1,42,63,11,131,195,259
1,49,70,18,132,196,260
1,35,56,4,133,197,261
1,40,61,9,134,198,262
1,44,65,13,135,199,263
1,50,71,19,136,200,264
1,40,61,9,137,201,265
1,35,56,28,138,202,266
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,41,61,25,79,183,221
1,40,61,23,97,161,225
1,37,58,24,98,162,226
1,48,69,25,99,163,227
1,46,67,26,100,164,228
1,39,60,27,101,165,229
1,37,58,28,102,166,230
1,43,64,29,103,167,231
1,41,62,30,104,168,232
1,45,66,31,105,169,233
1,38,59,32,106,170,234
1,53,74,22,107,171,235
1,34,55,3,108,172,236
1,52,73,24,109,173,237
1,45,66,23,110,174,238
1,35,56,4,111,175,239
1,46,67,27,112,176,240
1,47,68,16,113,177,241
1,52,73,21,114,178,242
1,45,66,14,115,179,243
1,39,60,8,116,180,244
1,40,61,9,117,181,245
1,41,61,25,79,183,221
1,49,70,24,119,183,247
1,44,65,13,120,184,248
1,51,72,20,121,185,249
1,52,73,27,122,186,250
1,40,61,9,123,187,251
1,35,56,23,124,188,252
1,41,62,10,125,189,253
1,42,63,11,126,190,254
1,34,55,3,127,191,255
1,37,58,6,128,192,256
1,39,60,8,129,193,257
1,50,71,19,130,194,258
1,42,63,11,131,195,259
1,49,70,18,132,196,260
1,35,56,4,133,197,261
1,40,61,9,134,198,262
1,44,65,13,135,199,263
1,50,71,19,136,200,264
1,40,61,9,137,201,265
1,35,56,28,138,202,266
1,41,61,25,79,183,221
1,34,55,3,76,140,204
1,35,56,4,77,141,205
1,36,57,5,78,142,206
1,37,58,6,79,143,207
1,38,59,7,80,144,208
1,39,60,8,81,145,209
1,40,61,9,82,146,210
1,41,62,10,83,147,211
1,42,63,11,84,148,212
1,43,64,12,85,149,213
1,44,65,13,86,150,214
1,45,66,14,87,151,215
1,46,67,15,88,152,216
1,47,68,16,89,153,217
1,48,69,17,90,154,218
1,49,70,18,91,155,219
1,50,71,19,92,156,220
1,51,72,20,93,157,221
1,52,73,21,94,158,222
1,53,74,22,95,159,223
1,41,61,25,79,183,221
1,40,61,23,97,161,225
1,37,58,24,98,162,226
1,48,69,25,99,163,227
1,46,67,26,100,164,228
1,39,60,27,101,165,229
1,37,58,28,102,166,230
1,43,64,29,103,167,231
1,41,62,30,104,168,232
1,45,66,31,105,169,233
1,38,59,32,106,170,234
1,53,74,22,107,171,235
1,34,55,3,108,172,236
1,52,73,24,109,173,237
1,45,66,23,110,174,238
1,35,56,4,111,175,239
1,46,67,27,112,176,240
1,47,68,16,113,177,241
1,52,73,21,114,178,242
1,45,66,14,115,179,243
1,39,60,8,116,180,244
1,40,61,9,117,181,245
1,41,61,25,79,183,221
1,49,70,24,119,183,247
1,44,65,13,120,184,248
1,51,72,20,121,185,249
1,52,73,27,122,186,250
1,40,61,9,123,187,251
1,35,56,23,124,188,252
1,39,60,8,125,189,253
1,42,63,11,126,190,254
1,34,55,3,127,191,255
1,37,58,6,128,192,256
1,39,60,8,129,193,257
1,50,71,19,130,194,258
1,42,63,11,131,195,259
1,49,70,18,132,196,260
